2024-06-25 22:29:05,006 INFO    StreamThr :21808 [internal.py:wandb_internal():85] W&B internal server running at pid: 21808, started at: 2024-06-25 22:29:05.006423
2024-06-25 22:29:05,006 DEBUG   HandlerThread:21808 [handler.py:handle_request():158] handle_request: status
2024-06-25 22:29:05,022 INFO    WriterThread:21808 [datastore.py:open_for_write():87] open: C:\Users\Bobby\Akash_Django\R\Droupout2 (another copy)\PFLlib\system\wandb\run-20240625_222904-gsfy5nf1\run-gsfy5nf1.wandb
2024-06-25 22:29:05,022 DEBUG   SenderThread:21808 [sender.py:send():378] send: header
2024-06-25 22:29:05,053 DEBUG   SenderThread:21808 [sender.py:send():378] send: run
2024-06-25 22:29:05,830 INFO    SenderThread:21808 [dir_watcher.py:__init__():211] watching files in: C:\Users\Bobby\Akash_Django\R\Droupout2 (another copy)\PFLlib\system\wandb\run-20240625_222904-gsfy5nf1\files
2024-06-25 22:29:05,830 INFO    SenderThread:21808 [sender.py:_start_run_threads():1123] run started: gsfy5nf1 with start time 1719334745.006422
2024-06-25 22:29:05,841 DEBUG   HandlerThread:21808 [handler.py:handle_request():158] handle_request: check_version
2024-06-25 22:29:05,841 DEBUG   SenderThread:21808 [sender.py:send_request():405] send_request: check_version
2024-06-25 22:29:06,157 DEBUG   HandlerThread:21808 [handler.py:handle_request():158] handle_request: run_start
2024-06-25 22:29:07,356 DEBUG   HandlerThread:21808 [system_info.py:__init__():26] System info init
2024-06-25 22:29:07,356 DEBUG   HandlerThread:21808 [system_info.py:__init__():41] System info init done
2024-06-25 22:29:07,356 INFO    HandlerThread:21808 [system_monitor.py:start():194] Starting system monitor
2024-06-25 22:29:07,356 INFO    SystemMonitor:21808 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-25 22:29:07,356 INFO    HandlerThread:21808 [system_monitor.py:probe():214] Collecting system info
2024-06-25 22:29:07,356 INFO    SystemMonitor:21808 [interfaces.py:start():188] Started cpu monitoring
2024-06-25 22:29:07,356 INFO    SystemMonitor:21808 [interfaces.py:start():188] Started disk monitoring
2024-06-25 22:29:07,356 INFO    SystemMonitor:21808 [interfaces.py:start():188] Started gpu monitoring
2024-06-25 22:29:07,372 INFO    SystemMonitor:21808 [interfaces.py:start():188] Started memory monitoring
2024-06-25 22:29:07,388 INFO    SystemMonitor:21808 [interfaces.py:start():188] Started network monitoring
2024-06-25 22:29:07,388 DEBUG   HandlerThread:21808 [system_info.py:probe():150] Probing system
2024-06-25 22:29:07,388 DEBUG   HandlerThread:21808 [system_info.py:_probe_git():135] Probing git
2024-06-25 22:29:07,464 DEBUG   HandlerThread:21808 [system_info.py:_probe_git():143] Probing git done
2024-06-25 22:29:07,464 DEBUG   HandlerThread:21808 [system_info.py:probe():198] Probing system done
2024-06-25 22:29:07,464 DEBUG   HandlerThread:21808 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.3', 'heartbeatAt': '2024-06-25T16:59:07.388201', 'startedAt': '2024-06-25T16:59:04.990902', 'docker': None, 'cuda': None, 'args': ('-data', 'BloodMNIST', '-m', 'resnet18', '-algo', 'FedAvg', '-gr', '20', '-did', '0'), 'state': 'running', 'program': 'C:\\Users\\Bobby\\Akash_Django\\R\\Droupout2 (another copy)\\PFLlib\\system\\main.py', 'codePathLocal': 'main.py', 'codePath': 'system\\main.py', 'git': {'remote': 'https://github.com/TsingZ0/PFLlib.git', 'commit': '47f052069dcd19fbb7e37b14dd37823a363c2464'}, 'email': 'naveensomireddy2112@gmail.com', 'root': 'C:/Users/Bobby/Akash_Django/R/Droupout2 (another copy)/PFLlib', 'host': 'SEVTN', 'username': 'Bobby', 'executable': 'C:\\Users\\Bobby\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3000.0, 'min': 0.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 0.0, 'max': 3000.0}], 'disk': {'/': {'total': 237.63085556030273, 'used': 206.99637985229492}}, 'gpu': 'NVIDIA GeForce GTX 1650 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650 Ti', 'memory_total': 4294967296}], 'memory': {'total': 7.36431884765625}}
2024-06-25 22:29:07,464 INFO    HandlerThread:21808 [system_monitor.py:probe():224] Finished collecting system info
2024-06-25 22:29:07,464 INFO    HandlerThread:21808 [system_monitor.py:probe():227] Publishing system info
2024-06-25 22:29:07,464 INFO    HandlerThread:21808 [system_monitor.py:probe():229] Finished publishing system info
2024-06-25 22:29:07,480 DEBUG   SenderThread:21808 [sender.py:send():378] send: files
2024-06-25 22:29:07,480 INFO    SenderThread:21808 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-25 22:29:07,607 DEBUG   HandlerThread:21808 [handler.py:handle_request():158] handle_request: python_packages
2024-06-25 22:29:07,607 DEBUG   SenderThread:21808 [sender.py:send_request():405] send_request: python_packages
2024-06-25 22:29:07,607 DEBUG   HandlerThread:21808 [handler.py:handle_request():158] handle_request: stop_status
2024-06-25 22:29:07,607 DEBUG   SenderThread:21808 [sender.py:send_request():405] send_request: stop_status
2024-06-25 22:29:07,843 INFO    Thread-16 :21808 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Bobby\Akash_Django\R\Droupout2 (another copy)\PFLlib\system\wandb\run-20240625_222904-gsfy5nf1\files\wandb-metadata.json
2024-06-25 22:29:07,843 INFO    Thread-16 :21808 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Bobby\Akash_Django\R\Droupout2 (another copy)\PFLlib\system\wandb\run-20240625_222904-gsfy5nf1\files\requirements.txt
2024-06-25 22:29:08,210 DEBUG   SenderThread:21808 [sender.py:send():378] send: telemetry
2024-06-25 22:29:08,210 DEBUG   SenderThread:21808 [sender.py:send():378] send: exit
